-8.98390651431644E-4,
-3.668438631580079E-4,
-6.769982691105283E-4,
-0.0026490018397767193,
2.154071080138452E-4,
1.8390595654884695E-5,
-1.289341034407719E-5,
1.1667570852637237E-5,
-1.4073040308344101E-6,
0.0025472783744431658,
-0.0033155113177019296,
0.015619287538783947,
-0.0021439159034836552,
0.0012784971812481556,
-0.005467817517583019,
0.0014792166732762251,
0.012688273785765477,
-0.036069088265439295,
0.058688324324510974,
-0.011429572388152037,
0.004683650206758393,
0.0025197406071547444,
-0.007303853529433796,
-0.0033967049598184634,
-0.006802122560762707,
-0.010327766066323128,
-1.181726017558584E-5,
0.02661090009716724,
-0.012684840933324018,
0.0101613774503936,
-0.005681390733163923,
0.00828155637843216,
0.006133499060689804,
-0.003989212742602751,
0.0017303771489804065,
0.012303039969475368,
-0.0125478775018406,
-0.001458336657486901,
0.02642480840367505,
-0.014265214705883263,
-2.2535903929309553E-4,
-0.0022231717556581683,
-0.0017002714877009067,
-1.0712178229139436E-4,
0.0013757613565590406,
-3.734580589168009E-4,
0.0053454185952800095,
0.00222103322967992,
0.0013612534301026776,
-0.007174797749683315,
0.004999526348397062,
0.004476896357442001,
-0.0022551568479843172,
-0.002092522416891331,
0.0026618048699551464,
-0.0032585930975111838,
-0.009739706897997094,
0.05099309073698796,
0.1558582533009535,
-0.09001536933501748,
-0.0020807949723129003,
-6.26869257703723E-4,
0.007052165243420517,
-0.005732992896022795,
-0.0016751198769439995,
-1.15598315514845E-4,
4.639853116166397E-5,
1.4562840029069596E-5,
-3.030664088458381E-6,
1.6165594633810306E-4,
-0.0015505595529183348,
1.5500265949992104E-4,
-0.006026122084163336,
-0.008542052135444407,
0.0010844767606577642,
0.013647106107395474,
0.013417107588230927,
-0.03779178729398202,
0.0625074938963765,
-0.04305974543840485,
-0.010565507298362621,
0.006386621781015093,
-0.010454139286445719,
-0.0024481629034130556,
0.004497956611035591,
0.013494116171886056,
0.010660492848160879,
0.01141738767539396,
-0.027594933981148675,
0.001032792250792496,
0.009444364993247106,
3.3429908467492216E-4,
-0.00187512695100107,
-0.0013828243430770704,
-0.004272384217091691,
-0.009407029107304503,
0.003310310320158099,
0.011563640183811763,
0.02059553738790818,
0.031848785800389315,
0.004064169455470842,
-0.0035491647576189143,
0.0033813160364532754,
0.006295784303890665,
-0.007820710470565392,
-9.197278948520495E-4,
-0.01328096372070263,
-0.012241241647527759,
0.024426391832749417,
0.010798117733581278,
-1.303242360349561E-4,
0.0018819817549392526,
0.003543150330191748,
0.004303358676366015,
-0.0033945465500731177,
3.750124470555216E-4,
-0.019399607953402793,
-0.06899362397752046,
0.46679579798075765,
-0.09484460920861693,
-0.021704562963284574,
-0.004005412781308131,
0.00611084158955642,
1.9799636183302655E-4,
-0.0017073516525588262,
-2.6529367849243866E-4,
-8.209495119598431E-5,
-9.340456926930341E-8,
-3.9018370959979586E-7,
-0.0012549411637858775,
-0.0045847321737663566,
0.004737294987154214,
0.005776024311864032,
0.0023637116376717606,
0.005875524187888998,
0.0034086958826747755,
7.608333009163273E-4,
-0.02287308053661037,
0.04933682188641332,
-0.01769469401146923,
0.0038632664234749467,
-0.007583062364541463,
-0.002339177469499973,
0.006683587026023327,
-0.0019181798939267541,
-0.015171012420965935,
0.001964993029099826,
0.013434173108597697,
-0.01668222845962848,
-0.01479837740264718,
-0.007261410196207791,
-0.004134587186556113,
-0.0016352458019599516,
-0.0062707919730525166,
0.0041822547975226745,
0.001547800779353534,
1.496225901790561E-4,
0.010646000188819315,
0.0030499856402834225,
-0.028733495958592137,
-0.01594775031878483,
1.1985871808401459E-5,
-3.517689622392574E-4,
-0.003946394270506376,
0.0034573197883350205,
5.111570222943447E-4,
0.005448975100019916,
0.0141095738997137,
-0.010627369242653603,
-4.680189529440884E-4,
0.008856213069902804,
-9.385953357369356E-4,
-0.004278375901996716,
-0.006050524021912787,
0.0015557359537463824,
-1.4409917876260798E-4,
-0.007156231513328057,
-0.0905808972301971,
0.16589222482789412,
0.04721849266161421,
-0.005313577571578253,
-0.0031144036914502755,
0.0015793320188580966,
9.175663574838655E-4,
-6.940928041993627E-4,
2.1276994515286322E-4,
2.6643147130431904E-5,
-3.1609187419902304E-6,
-5.121501609063538E-6,
-0.0013473052648043217,
0.001639934963902218,
0.003608046249885622,
-0.0038081533358908007,
-0.0021457495012933113,
-0.005787750685545566,
0.004872577027017976,
-0.0023752610360942387,
-0.027142244939821803,
0.055537380595977376,
-0.014302793254192878,
-0.00851235556735682,
-0.008474576438066962,
0.0029494647398667934,
-1.720725770953098E-4,
0.004577484262223227,
0.01397907140671396,
0.010629768120899743,
0.0013504384142912166,
-0.012802385022225981,
0.0018218207646229544,
0.029494370793945675,
-0.0023257291827341433,
-0.005508334203025794,
-3.900283116031564E-4,
-0.0021177010902349003,
0.0017614078853416552,
-0.003827125918737611,
0.03344935862303763,
-8.261299853936192E-4,
6.581962308910509E-4,
-0.010015281989114864,
-8.035913573146837E-4,
0.00501220987585385,
-4.2042214189908774E-4,
-0.008666417881331497,
-6.139406474965947E-5,
-0.006670670138125995,
0.007035375856352128,
0.06355414532466674,
0.003820794901765621,
-0.0014781572292377914,
-6.298646426302704E-4,
0.0019484119443842138,
0.0037447709910280896,
0.0033649917644346414,
-0.003201983828132816,
-0.006199530904102358,
-0.002747396376059444,
0.004847380792621851,
-0.009292600055808432,
-2.8632960061913005E-4,
7.159548796201447E-4,
0.0015285163486417307,
-9.269492199689607E-4,
-6.056476164232891E-4,
-1.6061614234092318E-4,
3.0697766919293826E-5,
3.0435962572063868E-5,
6.112876884709049E-7,
1.3434997736749875E-4,
-9.411795630729337E-4,
-0.0029621126308490976,
0.0037844478597541635,
0.0011334348791632184,
0.007979609865338695,
0.007302192970959454,
-0.012225550349124701,
-0.02115405074291413,
0.045098868536161185,
-0.0018033229565676506,
0.01155319149953711,
0.003469471696636902,
0.002984948455581307,
0.0031294904964856594,
-0.00241933129152282,
-0.01035472722275732,
0.0057550638609393375,
-0.012827076952429088,
0.0031623957133391847,
0.005928976416147714,
-0.016944344092233794,
-0.008777123950708314,
-0.0020510148992096498,
0.0029585852008322698,
6.565016943808264E-4,
0.001254590658402646,
0.011157741233563946,
-0.01668842124166849,
8.830684981367531E-4,
-0.014093712749543187,
0.006149910439992581,
0.008521451488806472,
-0.0014471680824332685,
-0.008143174354295818,
0.007230110270110541,
-0.003498565103231961,
-9.450467529910753E-4,
-0.008132732887798616,
0.008998731915136724,
0.0038504267891788313,
0.010191027850983914,
-0.005143245670940423,
-0.0036513681494576076,
0.005007061608282334,
-0.004652507163853318,
0.0017141078903566555,
-0.0031589737830770683,
0.014294848168306947,
0.04916100634737236,
-0.01689340049987687,
-0.016272804741205845,
-8.883297534832881E-4,
8.405461507652986E-4,
-3.561609742967616E-4,
-1.0218889807079497E-4,
4.233690375526801E-5,
-1.0595203622811837E-4,
-6.504588469679542E-6,
-1.7166392927689874E-6,
-0.0015860899002650933,
8.522879826826893E-4,
0.002254917501443496,
0.0031286092922959132,
-0.00465653116580462,
-0.006263276422787569,
-0.007322834856039753,
0.0074147199600830965,
-0.006647369992970853,
0.015827888276679344,
0.004714339741924445,
-0.002621186621576623,
0.0017071483926639937,
0.011329627035059726,
-4.4457151736406733E-4,
3.028323144591859E-4,
0.0064869159829583686,
0.0032222910323779683,
-0.0024553258930279445,
0.0043522191629771015,
-0.0020528460043434003,
0.004457407773749675,
0.0026630670323295864,
-0.005104322291379337,
0.003154994693613247,
0.002264566978403735,
-4.2721254077061075E-4,
0.008580099181253315,
0.026764085983090588,
-0.011318990261499032,
-0.00671241653665209,
-0.009198735182685278,
-0.004224385140285388,
0.0016792658684185485,
-0.003461518504107485,
-0.006775425842152556,
0.007767448444580011,
1.5607389395461786E-5,
0.06458327575588538,
0.15053781586327386,
-0.08466244451563049,
-0.012036497528970888,
0.0030858634526792486,
-0.013770299461955397,
-0.002381001206502952,
-8.076857561169794E-4,
-0.004131335999007521,
1.2242131562170054E-4,
0.007879604894425827,
-0.006870745521017,
0.015162895535301736,
0.003428292610764105,
8.80686214970192E-4,
2.723593788154961E-5,
-7.792356154150779E-4,
3.4140154859359185E-4,
1.0102091521903377E-4,
9.735806865346014E-5,
2.096286930000316E-6,
-5.354608824850792E-6,
0.0014332445367520085,
9.781683324876164E-4,
-0.002412390954025379,
-8.111858857881586E-4,
0.0029628260811618004,
0.003938908022291065,
0.0040747746632393556,
0.001642887903324574,
0.014122244812141053,
-0.0042815489289213145,
-0.010292433391527557,
-0.0014328843387049622,
0.011597617814849198,
1.799820600602896E-4,
-0.0017876881166719793,
-0.001390872352661779,
-0.0035810668842377437,
-0.020819698479494993,
0.008950497511877173,
0.006446300367372988,
-0.002169902115814951,
-0.021356421948935365,
7.755909624023232E-4,
0.006231350698429812,
0.003975227749704054,
-0.0036420076429045734,
0.004186257392314611,
-0.011375346597196436,
-0.022079673561602918,
-0.007938428341844377,
-0.00861749772008172,
0.02503949123348253,
0.004556064952204366,
-0.0031934219945300626,
0.0012497342633022998,
0.015672501283127326,
-0.012348819481883242,
-0.015460169345434227,
-0.07563855006635557,
0.5001009300126762,
-0.0703754450030098,
-0.02469346694153208,
-0.0019473637935316344,
-0.0010260191236330489,
-0.0044888876925556695,
-5.311874639411171E-4,
0.00563226662061757,
0.002181126958546972,
0.00951764657821908,
-0.01803591400577689,
-0.023015915122567777,
-0.001434347932794217,
0.0029468733821505265,
4.238882741905385E-4,
-3.8317881116236733E-4,
-8.249977548370416E-5,
-1.4164081673044676E-4,
-2.321955593161255E-5,
3.10060110765924E-5,
-5.268588129172298E-8,
5.851118145001101E-4,
4.189001971784839E-5,
-0.003554897078432814,
0.0010491551800421032,
-0.005174999829221079,
-0.00614586190186448,
-0.019973044417977755,
0.02062721671671098,
0.009802237624457219,
0.019312625198938053,
-0.003008130392003227,
-0.010327710273503049,
0.0014941864961370913,
-0.0021647387935140715,
-0.004563654423069314,
-0.002821900683337799,
2.1317863057603614E-4,
0.010735708729228351,
-0.02337322811040913,
0.013867841645379806,
-6.405951112278679E-4,
-0.010612580900770054,
0.0012998109804069446,
0.003173080435480427,
0.003520927963221506,
0.0025385702446368706,
-0.0017428445652507537,
0.011372065487180538,
0.01115123958970235,
-0.05891698489834261,
-6.200822300377572E-5,
0.005532301066717354,
-0.0028897874766356706,
0.001411511089307674,
0.0023411521558049835,
-0.013566730370255596,
0.00922767818911418,
-0.013453120743174955,
-0.09747093747954125,
0.17184030165695707,
0.03501681080664154,
-0.0026451286497374514,
0.0028867779504972457,
0.0011058175065316183,
-0.005258921413413147,
-7.078383657457908E-5,
-0.0023531017585386857,
0.004259912469956035,
0.008706832374719843,
-0.019736210962621677,
0.0030089471482348494,
-0.001996903140464088,
-0.0015732649772605561,
-2.202571338075107E-4,
1.5326091531708589E-4,
2.4315912348201677E-4,
-2.744745508417529E-5,
-6.564599045719299E-5,
-3.692908696480801E-5,
-1.2786957847244259E-6,
5.729130829827659E-4,
0.0018919996295672572,
-0.0013936372674398481,
-0.0012490096636827966,
0.0022900994277606826,
-5.158428960956637E-4,
0.012072643418254099,
0.007361827275155684,
-0.006346614345150766,
0.03937234159061907,
0.009910439621303758,
0.007545774258290774,
8.795579037912931E-4,
-0.008026713742640527,
0.002722891829772719,
0.004112035524231845,
-0.002472134669865477,
-0.014359963733614431,
0.02020916026033369,
0.0194889148596216,
-0.007622651172387333,
-0.005813132008043826,
0.006804897315821765,
0.0063520621319169785,
-0.0040188935014765234,
-0.0019229765359012846,
0.0016307012532120932,
-0.013160234364951779,
-0.03351947904131898,
0.033115827461889985,
0.023457670568905416,
0.009793436412544525,
-0.004804080625305787,
-0.008354086068200074,
0.003621012728719482,
0.001014817586788411,
-0.004596336427220687,
0.004505856797201422,
-0.007780159159821885,
0.0031043446538940502,
-0.008402024394785946,
-0.014812759113059668,
0.0026234205879171425,
2.6780522422823405E-4,
-0.002693784196137254,
0.0022519052793952767,
9.357410527741685E-5,
-0.0031092066156617644,
0.0028052782984744826,
-0.02055395133689074,
-0.007161334495511883,
0.013347461126330123,
0.0015194721535361222,
-6.211738266249975E-4,
1.2979108087342377E-4,
1.0499855577610538E-4,
4.923772572224737E-5,
1.4222421096880274E-4,
3.6478666130551174E-6,
-4.664385259241835E-6,
0.0014481899316770004,
0.0012919246651732137,
-0.002587315811981835,
0.0013803628783862188,
-4.335128298817322E-5,
0.0013429844022738596,
-0.008292044698474216,
-0.0024426993839120267,
-0.008987637009771027,
0.014688893459583036,
0.010226565243327723,
0.005472396265252028,
-0.011997822039255923,
0.0015143600664849974,
-0.002233631694611174,
-0.004551796693313185,
-5.59270292128642E-4,
0.004814293416753933,
-0.026251972612480266,
-0.007201489387135132,
0.0013714191315551943,
0.01945444698520876,
-0.004844994706307322,
-0.005731466674253734,
-0.004115814162652724,
-0.0029646298838882793,
-0.0049291711336304465,
-5.31036851226024E-4,
-0.017235233539232484,
-0.045761785858272126,
0.02321331568673251,
-0.018910672055269688,
0.004667408895514165,
0.012120624747242618,
0.004471620719181899,
0.006395636492075508,
-0.002272791405141924,
-0.015636275622296046,
0.025526258359644137,
0.05096767990094045,
-0.03646810033860842,
-4.167828248995336E-4,
-0.002822925280995346,
-0.006841781242668233,
-5.790475040608007E-4,
0.0015603665819456992,
0.002739817063566201,
0.003977053077044227,
-0.00929142091004594,
-0.002287350300090843,
-0.006987490343733943,
-0.003237526158181663,
0.0011675157820038972,
2.290264500713721E-4,
4.891204583105784E-4,
-3.540763425354871E-4,
-8.537834177668873E-5,
-4.270326462270474E-5,
4.0313774116252354E-5,
7.712817197308373E-6,
-8.86465802819736E-4,
3.1629359452968047E-4,
0.0014916612329585123,
-0.0019216733506038934,
-0.0013371594735926925,
0.0010102260683886814,
0.012549265007411683,
0.004543600317922119,
-0.0030768153342507314,
-0.02554739479711594,
0.014917299767766316,
-0.004771640003311109,
-5.544790483276024E-4,
0.0016190126893621962,
0.004149710687005404,
0.004756677774151143,
0.005453320771462287,
0.005653403826247145,
0.03135633948886409,
-0.018595387842166397,
0.009063557821375794,
0.003178872426156369,
0.004697909069299554,
-0.005202445116907591,
5.84528125211629E-4,
0.0015339516674919462,
-6.711995393910566E-4,
-0.012254894432706309,
0.09287575865040423,
0.26622613369299025,
-0.06600984375313447,
-0.006921911112713651,
-0.024850019279306874,
-0.0018474755265256854,
-0.0025472959662651527,
-0.0042330470643564865,
0.005684732986484383,
0.002822470414508123,
0.0243871283814819,
-0.023891052367406164,
0.020869408446787342,
0.012401725493517042,
0.005851196554945115,
6.868551729801241E-4,
0.002506655167848333,
-7.078463885682925E-4,
-0.002527164797294218,
8.040950454780904E-4,
-0.010259666573124378,
0.011781723782233761,
0.019298251416438397,
-0.003762232579888775,
-0.005065815207662191,
-6.97974138205448E-4,
3.7881832944299334E-4,
-7.935967097194728E-6,
-8.154689873485041E-5,
-6.680577320031142E-5,
-5.890222445533698E-5,
1.3834548915417275E-6,
-7.521030928186664E-4,
-0.0019603477617959587,
-0.0014092690671905872,
0.0011157904862307052,
7.084751213177016E-4,
-0.004054052744063178,
-0.01460460288836489,
-0.0076193225328376295,
0.018749625905790972,
-0.032086570674020445,
-0.01609492630817691,
-0.009269243850375263,
0.01263366607278559,
0.010899112131558874,
4.348753428263757E-4,
-0.00448226704596448,
-0.0032135579667780206,
0.0020178182368979147,
-0.0475207237005417,
-0.005991799868579797,
0.011605374618765003,
-0.015687528544265632,
-0.011228586689625395,
0.002387342193129778,
0.0014548142722151523,
-0.004660701648908373,
0.004636607485966551,
-0.0029172465669843077,
-0.08265330486526568,
0.8549019847622801,
-0.06980301577963823,
-0.001020941305536656,
0.012018641184283174,
-0.015948433335321324,
-0.003339628034510167,
3.7028227099811684E-4,
-0.007930131918848001,
0.012484776030716484,
0.004752233303282335,
-0.016513335038150872,
-0.0029248495769021617,
0.009863193809269663,
-0.00512895902278618,
9.178719063057952E-4,
0.0035422665691500054,
-5.242838647759224E-4,
1.371531302719209E-4,
-0.008629944627751435,
-0.002614087629355034,
0.01238698139614746,
0.00678072478385686,
0.007108812866844505,
0.001838597749562759,
-5.444436896814953E-4,
-1.0136820136519373E-4,
4.802898250297788E-5,
1.4445240538058185E-4,
7.800474586621598E-5,
-1.0116414873476535E-5,
-1.3038231627714923E-5,
-6.760737060403607E-4,
8.009435795759688E-4,
0.001348945688122343,
1.4063975102904E-4,
6.584221500640763E-4,
0.0029205687584897906,
0.006082647010054296,
0.014953545785839564,
-0.00549167555398648,
0.010322202924322371,
-0.013838453850450938,
0.010419808057834927,
0.009035624207292845,
-0.007612043656740284,
2.3848678100455367E-4,
0.0028967565315107606,
5.885402800315099E-4,
0.0017273012305043375,
0.053962358742142134,
-0.060657024933633695,
-0.010629085292357622,
-0.010842759394448356,
0.007523447290410424,
0.0031361115237800693,
0.002632156214390615,
0.005412841163139946,
-0.019030487452083703,
-0.02059576438960666,
-0.07736705088113419,
0.27378292597000997,
0.05859372803061489,
-0.0025254044989186965,
0.004298012797374672,
-0.0034839621033847007,
-0.0010793724927857995,
9.216892954661032E-4,
0.007404270528581015,
-0.00395891640847104,
-0.015760639904384893,
0.010071914098478778,
0.018322943689183344,
-0.012933816042678594,
-0.001517014723879829,
7.786966063380059E-4,
-9.038536982182165E-4,
-0.0010795247864873762,
8.431709341537837E-4,
